city,state,county_name,lat,lng,population
Bismarck,North Dakota,Burleigh,46.8144,-100.7694,98345
Orem,Utah,Utah,40.2983,-111.6992,97828
Middletown,Ohio,Butler,39.5032,-84.366,97730
San Tan Valley,Arizona,Pinal,33.1879,-111.5472,96692
San Marcos,California,San Diego,33.135,-117.1744,96664
Sandy,Utah,Salt Lake,40.571,-111.8505,96380
Federal Way,Washington,King,47.3091,-122.3358,96289
Mandeville,Louisiana,St. Tammany,30.3751,-90.0904,95968
Hesperia,California,San Bernardino,34.3975,-117.3147,95750
Brockton,Massachusetts,Plymouth,42.0821,-71.0242,95708
Compton,California,Los Angeles,33.893,-118.2275,95605
Riverview,Florida,Hillsborough,27.8227,-82.3023,95338
Fishers,Indiana,Hamilton,39.9589,-85.9661,95310
Sunrise,Florida,Broward,26.1547,-80.2997,95166
Bowling Green,Kentucky,Warren,36.9719,-86.4373,95135
Roswell,Georgia,Fulton,34.0391,-84.3513,94763
Menifee,California,Riverside,33.6909,-117.1849,94756
Plantation,Florida,Broward,26.126,-80.2617,94580
Dover,New Hampshire,Strafford,43.1887,-70.8845,94563
Quincy,Massachusetts,Norfolk,42.2516,-71.0183,94470
Portsmouth,Virginia,Portsmouth,36.8468,-76.354,94398
Chino,California,San Bernardino,33.9836,-117.6654,94371
Lynn,Massachusetts,Essex,42.4779,-70.9663,94299
Edmond,Oklahoma,Oklahoma,35.6689,-97.4159,94054
Hanford,California,Kings,36.3274,-119.6549,94028
Dearborn,Michigan,Wayne,42.3127,-83.2129,93932
Livonia,Michigan,Wayne,42.3972,-83.3733,93665
South Gate,California,Los Angeles,33.9448,-118.1926,93444
Vineland,New Jersey,Cumberland,39.4653,-74.9981,93239
Florence,South Carolina,Florence,34.1781,-79.7877,93131
Portsmouth,New Hampshire,Rockingham,43.058,-70.7826,93069
Slidell,Louisiana,St. Tammany,30.2881,-89.7826,93040
Lawton,Oklahoma,Comanche,34.6176,-98.4203,93025
Kirkland,Washington,King,47.6974,-122.2054,93010
Missoula,Montana,Missoula,46.875,-114.0214,92895
Auburn,Alabama,Lee,32.6087,-85.4899,92777
Rapid City,South Dakota,Pennington,44.0716,-103.2204,92664
Terre Haute,Indiana,Vigo,39.4654,-87.3763,92490
Suffolk,Virginia,Suffolk,36.6953,-76.6398,92108
Blacksburg,Virginia,Montgomery,37.23,-80.4279,91888
Mount Pleasant,South Carolina,Charleston,32.8538,-79.8204,91684
Carson,California,Los Angeles,33.8374,-118.2559,91394
Conroe,Texas,Montgomery,30.3239,-95.4825,91079
Alafaya,Florida,Orange,28.5278,-81.1865,91068
Livermore,California,Alameda,37.6862,-121.7608,90923
Westminster,California,Orange,33.7523,-117.9938,90643
Germantown,Maryland,Montgomery,39.1755,-77.2643,90582
Santa Monica,California,Los Angeles,34.0232,-118.4813,90401
New Braunfels,Texas,Comal,29.6994,-98.1148,90209
Fall River,Massachusetts,Bristol,41.7137,-71.1014,89541
Albany,Georgia,Dougherty,31.5776,-84.1762,89217
Miami Beach,Florida,Miami-Dade,25.8171,-80.1396,88885
Norwalk,Connecticut,Fairfield,41.1144,-73.4215,88816
San Leandro,California,Alameda,37.7071,-122.1601,88815
O'Fallon,Missouri,St. Charles,38.785,-90.7175,88673
Newton,Massachusetts,Middlesex,42.3316,-71.2085,88414
Muncie,Indiana,Delaware,40.1989,-85.395,87879
Citrus Heights,California,Sacramento,38.6948,-121.288,87796
State College,Pennsylvania,Centre,40.7909,-77.8568,87723
Town 'n' Country,Florida,Hillsborough,28.0108,-82.576,87338
Decatur,Illinois,Macon,39.8556,-88.9337,87236
Jackson,Michigan,Jackson,42.2431,-84.4037,87110
Fort Myers,Florida,Lee,26.6195,-81.8303,87103
Goodyear,Arizona,Maricopa,33.2613,-112.3622,86840
Dalton,Georgia,Whitfield,34.769,-84.9712,86628
Bryan,Texas,Brazos,30.6657,-96.3668,86276
Waukegan,Illinois,Lake,42.3697,-87.8716,86075
Hawthorne,California,Los Angeles,33.9146,-118.3476,86068
Anderson,Indiana,Madison,40.0891,-85.6893,85992
Redwood City,California,San Mateo,37.5026,-122.2252,85925
Hoover,Alabama,Jefferson,33.3754,-86.8064,85768
Lake Forest,California,Orange,33.6606,-117.6712,85531
Napa,California,Napa,38.2976,-122.3011,85239
Whittier,California,Los Angeles,33.9678,-118.0188,85098
Clifton,New Jersey,Passaic,40.8631,-74.1575,85052
Largo,Florida,Pinellas,27.9088,-82.7711,84948
Bloomington,Minnesota,Hennepin,44.8306,-93.3151,84943
Johns Creek,Georgia,Fulton,34.0333,-84.2027,84579
Newport Beach,California,Orange,33.6151,-117.8669,84534
Mission,Texas,Hidalgo,26.2041,-98.3251,84331
Milpitas,California,Santa Clara,37.4339,-121.8921,84196
Troy,Michigan,Oakland,42.5818,-83.1457,84092
Madera,California,Madera,36.9631,-120.0782,84086
Joplin,Missouri,Jasper,37.0758,-94.5018,84048
Chino Hills,California,San Bernardino,33.9508,-117.7253,83853
Alhambra,California,Los Angeles,34.084,-118.1355,83750
Franklin,Tennessee,Williamson,35.9216,-86.8525,83097
Melbourne,Florida,Brevard,28.1085,-80.6627,83029
Port Huron,Michigan,St. Clair,42.9822,-82.4387,82970
Springfield,Ohio,Clark,39.9297,-83.7957,82820
Mountain View,California,Santa Clara,37.4,-122.0796,82739
Zephyrhills,Florida,Pasco,28.2408,-82.1796,82476
St. Augustine,Florida,St. Johns,29.8977,-81.31,82180
Flagstaff,Arizona,Coconino,35.1872,-111.6195,81974
Buena Park,California,Orange,33.8572,-118.0046,81788
Pleasanton,California,Alameda,37.6663,-121.8805,81777
Silver Spring,Maryland,Montgomery,39.0028,-77.0207,81773
Atascocita,Texas,Harris,29.9777,-95.1953,81557
Westland,Michigan,Wayne,42.3192,-83.3805,81511
Auburn,Washington,King,47.3039,-122.2108,81464
Cranston,Rhode Island,Providence,41.7658,-71.4857,81456
Somerville,Massachusetts,Middlesex,42.3908,-71.1013,81360
Folsom,California,Sacramento,38.6668,-121.1422,81328
Springdale,Arkansas,Washington,36.1899,-94.1574,81125
Deerfield Beach,Florida,Broward,26.305,-80.1277,81066
Warwick,Rhode Island,Kent,41.7062,-71.4334,81004
Cicero,Illinois,Cook,41.8445,-87.7593,80796
Farmington Hills,Michigan,Oakland,42.486,-83.3771,80612
Newark,Ohio,Licking,40.0705,-82.4251,80451
Williamsburg,Virginia,Williamsburg,37.2692,-76.7076,80441
Brooklyn Park,Minnesota,Hennepin,45.1112,-93.3505,80389
Hattiesburg,Mississippi,Forrest,31.3074,-89.317,80138
Alexandria,Louisiana,Rapides,31.2923,-92.4702,80129
Lawrence,Massachusetts,Essex,42.7003,-71.1626,80028
Florence,Alabama,Lauderdale,34.8303,-87.6654,79964
Valdosta,Georgia,Lowndes,30.8502,-83.2788,79820
Plymouth,Minnesota,Hennepin,45.0225,-93.4618,79768
Buckeye,Arizona,Maricopa,33.4314,-112.6429,79620
Georgetown,Texas,Williamson,30.6668,-97.6953,79604
Cheyenne,Wyoming,Laramie,41.1351,-104.79,79484
Cedar Park,Texas,Williamson,30.5106,-97.8196,79462
The Villages,Florida,Sumter,28.9021,-81.9888,79372
Kokomo,Indiana,Howard,40.464,-86.1277,79351
Tustin,California,Orange,33.7309,-117.8106,79348
Lakewood,California,Los Angeles,33.8471,-118.1221,79307
Perris,California,Riverside,33.7899,-117.2233,79291
St. Joseph,Missouri,Buchanan,39.7599,-94.821,79161
Flower Mound,Texas,Denton,33.0344,-97.1146,79135
Pharr,Texas,Hidalgo,26.1685,-98.1904,79112
Pine Hills,Florida,Orange,28.5818,-81.4693,78995
Alton,Illinois,Madison,38.9034,-90.1523,78905
Loveland,Colorado,Larimer,40.4166,-105.0623,78877
Boynton Beach,Florida,Palm Beach,26.5281,-80.0811,78679
New Rochelle,New York,Westchester,40.9305,-73.7836,78557
Anderson,South Carolina,Anderson,34.5211,-82.6479,78512
Jonesboro,Arkansas,Craighead,35.8212,-90.6791,78394
Lebanon,Pennsylvania,Lebanon,40.3412,-76.4227,78302
Parma,Ohio,Cuyahoga,41.3843,-81.7286,78103
Layton,Utah,Davis,41.0769,-111.9621,78014
Elizabethtown,Kentucky,Hardin,37.703,-85.877,78002
Texarkana,Texas,Bowie,33.4487,-94.0815,77964
Alameda,California,Alameda,37.767,-122.2672,77624
Kankakee,Illinois,Kankakee,41.1019,-87.8643,77429
Watsonville,California,Santa Cruz,36.9206,-121.7706,77352
Porterville,California,Tulare,36.0644,-119.0338,77318
Baytown,Texas,Harris,29.7586,-94.9669,77192
Upland,California,San Bernardino,34.1178,-117.6603,77140
Davis,California,Yolo,38.5552,-121.7365,76997
Camarillo,California,Ventura,34.223,-119.0322,76931
South Jordan,Utah,Salt Lake,40.557,-111.9782,76598
Battle Creek,Michigan,Calhoun,42.2986,-85.2296,76514
Bellflower,California,Los Angeles,33.888,-118.1271,76435
San Marcos,Texas,Hays,29.8736,-97.9381,76218
San Ramon,California,Contra Costa,37.7625,-121.9365,75995
Lake Jackson,Texas,Brazoria,29.0516,-95.4522,75860
Bethlehem,Pennsylvania,Northampton,40.6266,-75.3679,75815
Wyoming,Michigan,Kent,42.8909,-85.7066,75667
Oshkosh,Wisconsin,Winnebago,44.0228,-88.5619,75536
Hammond,Indiana,Lake,41.6169,-87.491,75522
Waldorf,Maryland,Charles,38.6085,-76.9195,75489
Missouri City,Texas,Fort Bend,29.563,-95.5365,75457
Pasco,Washington,Franklin,46.2506,-119.1304,75432
Wheeling,West Virginia,Ohio,40.0752,-80.6951,75392
Kendall,Florida,Miami-Dade,25.6697,-80.3556,75312
Baldwin Park,California,Los Angeles,34.0829,-117.9721,75251
Rancho Cordova,California,Sacramento,38.574,-121.2523,75087
Conway,Arkansas,Faulkner,35.0754,-92.4694,74951
Gary,Indiana,Lake,41.5906,-87.3472,74879
Altoona,Pennsylvania,Blair,40.5082,-78.4007,74829
Lodi,California,San Joaquin,38.1218,-121.2932,74773
Arlington Heights,Illinois,Cook,42.0955,-87.9825,74760
Bolingbrook,Illinois,Will,41.6903,-88.1019,74545
Rochester Hills,Michigan,Oakland,42.6645,-83.1563,74516
Winchester,Virginia,Winchester,39.1735,-78.1746,74417
Framingham,Massachusetts,Middlesex,42.3085,-71.4368,74416
Hilton Head Island,South Carolina,Beaufort,32.1896,-80.7499,74139
Centreville,Virginia,Fairfax,38.8391,-77.4388,74125
Union City,California,Alameda,37.603,-122.0187,74107
Owensboro,Kentucky,Daviess,37.7574,-87.1173,74068
Jackson,Tennessee,Madison,35.6535,-88.8353,74065
Cleveland,Tennessee,Bradley,35.1817,-84.8707,73596
Wausau,Wisconsin,Marathon,44.962,-89.6459,73593
Camden,New Jersey,Camden,39.9362,-75.1073,73562
Anniston,Alabama,Calhoun,33.6712,-85.8136,73501
Evanston,Illinois,Cook,42.0463,-87.6942,73473
Apple Valley,California,San Bernardino,34.5328,-117.2104,73453
Mansfield,Ohio,Richland,40.7656,-82.5275,73326
Caguas,Puerto Rico,Caguas,18.2319,-66.0388,73322
Schaumburg,Illinois,Cook,42.0307,-88.0838,72887
Pocatello,Idaho,Bannock,42.8724,-112.4646,72878
Woodbury,Minnesota,Washington,44.9056,-92.923,72828
Southfield,Michigan,Oakland,42.4765,-83.2605,72689
Ellicott City,Maryland,Howard,39.2773,-76.8344,72665
Dale City,Virginia,Prince William,38.6473,-77.3459,72627
Maple Grove,Minnesota,Hennepin,45.1089,-93.4626,72622
Pittsburg,California,Contra Costa,38.0182,-121.8964,72588
New Britain,Connecticut,Hartford,41.6758,-72.7862,72495
Morgantown,West Virginia,Monongalia,39.638,-79.9468,72458
Mansfield,Texas,Tarrant,32.569,-97.1211,72419
Hammond,Louisiana,Tangipahoa,30.5061,-90.4563,72413
Dothan,Alabama,Houston,31.2335,-85.4069,72396
Harrisonburg,Virginia,Harrisonburg,38.4361,-78.8735,72386
Wenatchee,Washington,Chelan,47.4356,-120.3283,72350
Waukesha,Wisconsin,Waukesha,43.0087,-88.2464,72299
Pawtucket,Rhode Island,Providence,41.8744,-71.3743,72117
Redmond,Washington,King,47.6762,-122.1169,71929
Lauderhill,Florida,Broward,26.1605,-80.2242,71868
Sumter,South Carolina,Sumter,33.9392,-80.393,71518
Redlands,California,San Bernardino,34.0511,-117.1712,71513
Daphne,Alabama,Baldwin,30.6286,-87.8866,71484
Mount Vernon,Washington,Skagit,48.4202,-122.3115,71422
Weston,Florida,Broward,26.1006,-80.4054,71166
St. Charles,Missouri,St. Charles,38.7954,-90.5157,71028
Janesville,Wisconsin,Rock,42.6855,-89.0136,70755
Sherman,Texas,Grayson,33.6274,-96.6218,70704
North Richland Hills,Texas,Tarrant,32.8605,-97.218,70670
Broomfield,Colorado,Broomfield,39.9541,-105.0527,70465
El Paso de Robles,California,San Luis Obispo,35.6394,-120.656,70248
Bristol,Tennessee,Sullivan,36.5572,-82.2154,70243
Wilmington,Delaware,New Castle,39.7415,-75.5413,70166
Casas Adobes,Arizona,Pima,32.3423,-111.0114,70166
Walnut Creek,California,Contra Costa,37.9024,-122.0398,70166
Poinciana,Florida,Polk,28.1217,-81.482,69955
Lynwood,California,Los Angeles,33.924,-118.2017,69887
Glen Burnie,Maryland,Anne Arundel,39.1559,-76.6072,69872
Lehi,Utah,Utah,40.4136,-111.8726,69724
Passaic,New Jersey,Passaic,40.8574,-74.1282,69703
Homestead,Florida,Miami-Dade,25.4665,-80.4472,69523
West Bend,Wisconsin,Washington,43.4184,-88.1824,69504
Delray Beach,Florida,Palm Beach,26.455,-80.0905,69451
Sheboygan,Wisconsin,Sheboygan,43.7403,-87.7316,69393
Lake Elsinore,California,Riverside,33.6847,-117.3344,69283
Daytona Beach,Florida,Volusia,29.1994,-81.0982,69186
Los Lunas,New Mexico,Valencia,34.8115,-106.7803,69020
Lima,Ohio,Allen,40.741,-84.1121,68878
Decatur,Alabama,Morgan,34.573,-86.9906,68867
Rocklin,California,Placer,38.8075,-121.2488,68823
Rogers,Arkansas,Benton,36.3172,-94.1526,68669
Castle Rock,Colorado,Douglas,39.3763,-104.8535,68484
Hanover,Pennsylvania,York,39.8117,-76.9835,68165
Bossier City,Louisiana,Bossier,32.5227,-93.6666,68159
Dubuque,Iowa,Dubuque,42.5008,-90.7067,68109
Rockville,Maryland,Montgomery,39.0834,-77.1552,68079
Victoria,Texas,Victoria,28.8285,-96.985,68078
Saratoga Springs,New York,Saratoga,43.0674,-73.7775,68028
Guaynabo,Puerto Rico,Guaynabo,18.3839,-66.1134,68024
Gaithersburg,Maryland,Montgomery,39.1346,-77.2132,67985
Union City,New Jersey,Hudson,40.7674,-74.0323,67982
Ames,Iowa,Story,42.0259,-93.6215,67910
West Des Moines,Iowa,Polk,41.5522,-93.7805,67899
South San Francisco,California,San Mateo,37.6536,-122.4197,67789
Yorba Linda,California,Orange,33.889,-117.7714,67644
Casper,Wyoming,Natrona,42.842,-106.3207,67598
Palatine,Illinois,Cook,42.1181,-88.043,67482
Corvallis,Oregon,Benton,44.5697,-123.278,67467
Ankeny,Iowa,Polk,41.7285,-93.6033,67355
Mount Vernon,New York,Westchester,40.9136,-73.8291,67345
Rowlett,Texas,Dallas,32.9157,-96.5488,67339
Lakeville,Minnesota,Dakota,44.6774,-93.252,67317
Alpharetta,Georgia,Fulton,34.0704,-84.2739,67213
Longview,Washington,Cowlitz,46.1461,-122.9629,67081
DeKalb,Illinois,DeKalb,41.9313,-88.7482,66959
Petaluma,California,Sonoma,38.2423,-122.6267,66929
Redondo Beach,California,Los Angeles,33.8574,-118.3766,66749
Tamarac,Florida,Broward,26.2056,-80.2542,66721
Laguna Niguel,California,Orange,33.5275,-117.705,66385
Eagan,Minnesota,Dakota,44.8169,-93.1638,66372
Kenner,Louisiana,Jefferson,30.0109,-90.2549,66340
Bay City,Michigan,Bay,43.5903,-83.8886,66107
North Little Rock,Arkansas,Pulaski,34.7808,-92.2371,65903
Sammamish,Washington,King,47.6017,-122.0416,65892
Shawnee,Kansas,Johnson,39.0158,-94.8076,65807
Jupiter,Florida,Palm Beach,26.9199,-80.1128,65791
Doral,Florida,Miami-Dade,25.8151,-80.3565,65741
Florence-Graham,California,Los Angeles,33.9682,-118.2447,65716
Carbondale,Illinois,Jackson,37.7221,-89.2238,65671
Blaine,Minnesota,Anoka,45.1696,-93.2077,65607
Weirton,West Virginia,Hancock,40.406,-80.5671,65578
Tulare,California,Tulare,36.1996,-119.34,65496
Wellington,Florida,Palm Beach,26.6461,-80.2699,65398
Pflugerville,Texas,Travis,30.452,-97.6022,65380
Palo Alto,California,Santa Clara,37.3913,-122.1468,65364
Schenectady,New York,Schenectady,42.8025,-73.9276,65273
Great Falls,Montana,Cascade,47.5022,-111.2995,65131
Michigan City,Indiana,LaPorte,41.7099,-86.8705,65058
Bayonne,New Jersey,Hudson,40.6661,-74.1141,64897
Eden Prairie,Minnesota,Hennepin,44.8488,-93.4595,64893
Port Orange,Florida,Volusia,29.1084,-81.0137,64842
Dublin,California,Alameda,37.7161,-121.8963,64826
Grand Forks,North Dakota,Grand Forks,47.9218,-97.0886,64748
Noblesville,Indiana,Hamilton,40.0354,-86.0042,64668
San Clemente,California,Orange,33.4498,-117.6103,64558
Brentwood,California,Contra Costa,37.9355,-121.7191,64474
Carmichael,California,Sacramento,38.6337,-121.323,64454
East Orange,New Jersey,Essex,40.7651,-74.2117,64367
Eastvale,California,Riverside,33.9617,-117.5802,64157
Chapel Hill,North Carolina,Orange,35.927,-79.0391,64051
Rocky Mount,North Carolina,Nash,35.9676,-77.8048,64018
Haverhill,Massachusetts,Essex,42.7838,-71.0871,64014
Beloit,Wisconsin,Rock,42.523,-89.0184,63762
Glens Falls,New York,Warren,43.3109,-73.6459,63499
Brentwood,New York,Suffolk,40.7839,-73.2522,63399
Fairbanks,Alaska,Fairbanks North Star,64.8353,-147.6534,63245
Springfield,Oregon,Lane,44.0538,-122.981,63230
Bethesda,Maryland,Montgomery,38.9866,-77.1188,63195
Johnstown,Pennsylvania,Cambria,40.3258,-78.9193,63141
Dundalk,Maryland,Baltimore,39.2703,-76.4942,63015
Castro Valley,California,Alameda,37.7091,-122.0631,63013
Coon Rapids,Minnesota,Anoka,45.1755,-93.3095,62998
Elmira,New York,Chemung,42.0938,-76.8097,62989
Mankato,Minnesota,Blue Earth,44.1712,-93.9773,62889
Albany,Oregon,Linn,44.6274,-123.0966,62880
North Miami,Florida,Miami-Dade,25.9007,-80.1686,62822
Encinitas,California,San Diego,33.049,-117.2613,62709
Skokie,Illinois,Cook,42.0359,-87.74,62700
Leander,Texas,Williamson,30.5728,-97.8618,62608
Parkersburg,West Virginia,Wood,39.2624,-81.542,62566
Waltham,Massachusetts,Middlesex,42.3889,-71.2423,62495
Port Charlotte,Florida,Charlotte,26.9918,-82.114,62327
Palm Harbor,Florida,Pinellas,28.0847,-82.7481,62310
San Luis Obispo,California,San Luis Obispo,35.2669,-120.6691,62290
Sebring,Florida,Highlands,27.477,-81.453,62250
Council Bluffs,Iowa,Pottawattamie,41.2369,-95.8517,62166
Hamilton,Ohio,Butler,39.3938,-84.5653,62082
Moore,Oklahoma,Cleveland,35.3293,-97.4758,62055
Pico Rivera,California,Los Angeles,33.9902,-118.0888,62027
Casa Grande,Arizona,Pinal,32.9068,-111.7624,61966
Monessen,Pennsylvania,Westmoreland,40.1519,-79.8828,61960
Montebello,California,Los Angeles,34.0155,-118.1108,61954
Rome,Georgia,Floyd,34.2661,-85.1862,61537
The Hammocks,Florida,Miami-Dade,25.67,-80.4483,61516
Millcreek,Utah,Salt Lake,40.6892,-111.8291,61450
Sanford,Florida,Seminole,28.7893,-81.276,61448
National City,California,San Diego,32.6654,-117.0983,61394
Mayagüez,Puerto Rico,Mayagüez,18.2003,-67.1397,61361
Burnsville,Minnesota,Dakota,44.7648,-93.2795,61339
Coconut Creek,Florida,Broward,26.2803,-80.1842,61248
Morristown,Tennessee,Hamblen,36.2046,-83.3006,61171
Reston,Virginia,Fairfax,38.9497,-77.3461,61147
Lakewood,Washington,Pierce,47.1628,-122.5299,61037
Spring,Texas,Harris,30.0613,-95.383,60976
Gadsden,Alabama,Etowah,34.009,-86.0156,60944
Taylor,Michigan,Wayne,42.226,-83.2688,60922
Novi,Michigan,Oakland,42.4786,-83.4893,60896
Marietta,Georgia,Cobb,33.9533,-84.5422,60867
Hot Springs,Arkansas,Garland,34.4892,-93.0501,60767
Woodland,California,Yolo,38.6712,-121.75,60598
Fountainebleau,Florida,Miami-Dade,25.7723,-80.3458,60547
La Habra,California,Orange,33.9278,-117.9513,60513
Malden,Massachusetts,Middlesex,42.4305,-71.0576,60470
South Whittier,California,Los Angeles,33.9336,-118.0311,60357
Commerce City,Colorado,Adams,39.8642,-104.8434,60336
South Hill,Washington,Pierce,47.1203,-122.2848,60172
Bristol,Connecticut,Hartford,41.6812,-72.9407,59947
Columbus,Indiana,Bartholomew,39.2093,-85.9183,59897
West Allis,Wisconsin,Milwaukee,43.0068,-88.0296,59890
Taylorsville,Utah,Salt Lake,40.657,-111.9493,59805
Bangor,Maine,Penobscot,44.8322,-68.7906,59772
Monterey Park,California,Los Angeles,34.0497,-118.1326,59669
Greenwood,Indiana,Johnson,39.6019,-86.1073,59458
Bartlett,Tennessee,Shelby,35.2337,-89.8195,59440
Bradenton,Florida,Manatee,27.49,-82.5739,59439
Pontiac,Michigan,Oakland,42.6493,-83.2878,59438
Staunton,Virginia,Staunton,38.1593,-79.0611,59433
Meriden,Connecticut,New Haven,41.5367,-72.7944,59395
Gardena,California,Los Angeles,33.8944,-118.3073,59329
Apex,North Carolina,Wake,35.7239,-78.8728,59300
Royal Oak,Michigan,Oakland,42.5084,-83.1539,59277
Cupertino,California,Santa Clara,37.3168,-122.0465,59276
La Mesa,California,San Diego,32.7703,-117.0204,59249
Benton Harbor,Michigan,Berrien,42.1159,-86.4488,59216
St. Clair Shores,Michigan,Macomb,42.4921,-82.8957,58984
Des Plaines,Illinois,Cook,42.0345,-87.9009,58899
Lewiston,Maine,Androscoggin,44.0915,-70.1681,58802
Margate,Florida,Broward,26.2466,-80.2119,58796
Midland,Michigan,Midland,43.6241,-84.2319,58787
Carson City,Nevada,Carson City,39.1512,-119.7474,58756
Bowie,Maryland,Prince George's,38.9569,-76.7409,58643
Middletown,New York,Orange,41.4459,-74.4236,58592
Caldwell,Idaho,Canyon,43.6453,-116.6591,58481
San Rafael,California,Marin,37.9905,-122.5222,58440
Richland,Washington,Benton,46.2824,-119.2938,58225
St. Peters,Missouri,St. Charles,38.7824,-90.6061,58212
Wesley Chapel,Florida,Pasco,28.2106,-82.3238,58208
Hendersonville,Tennessee,Sumner,36.3063,-86.5998,58113
White Plains,New York,Westchester,41.022,-73.7549,58109
Huntersville,North Carolina,Mecklenburg,35.4058,-80.8727,58098
Santee,California,San Diego,32.8554,-116.9851,58081
Jefferson City,Missouri,Cole,38.5676,-92.1759,58025
Beckley,West Virginia,Raleigh,37.7878,-81.1841,57942
Arcadia,California,Los Angeles,34.1342,-118.0373,57939
Titusville,Florida,Brevard,28.5727,-80.8193,57891
Cartersville,Georgia,Bartow,34.1639,-84.8007,57873
Walla Walla,Washington,Walla Walla,46.067,-118.3366,57860
Orland Park,Illinois,Cook,41.6074,-87.8619,57857
Towson,Maryland,Baltimore,39.3944,-76.619,57817
